image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
MT_2014_GA_001.png,MT/GA/MT_2014_GA_001.png,MT,2014,GA,1,MCQ,A,1,0.33
MT_2014_GA_002.png,MT/GA/MT_2014_GA_002.png,MT,2014,GA,2,MCQ,B,1,0.33
MT_2014_GA_003.png,MT/GA/MT_2014_GA_003.png,MT,2014,GA,3,MCQ,D,1,0.33
MT_2014_GA_004.png,MT/GA/MT_2014_GA_004.png,MT,2014,GA,4,MCQ,C,1,0.33
MT_2014_GA_005.png,MT/GA/MT_2014_GA_005.png,MT,2014,GA,5,NAT,1300 to 1300,1,0
MT_2014_GA_006.png,MT/GA/MT_2014_GA_006.png,MT,2014,GA,6,MCQ,D,2,0.67
MT_2014_GA_007.png,MT/GA/MT_2014_GA_007.png,MT,2014,GA,7,MCQ,B,2,0.67
MT_2014_GA_008.png,MT/GA/MT_2014_GA_008.png,MT,2014,GA,8,NAT,180 to 180,2,0
MT_2014_GA_009.png,MT/GA/MT_2014_GA_009.png,MT,2014,GA,9,MCQ,D,2,0.67
MT_2014_GA_010.png,MT/GA/MT_2014_GA_010.png,MT,2014,GA,10,MCQ,B,2,0.67
MT_2014_MT_001.png,MT/MT/MT_2014_MT_001.png,MT,2014,MT,1,MCQ,C,1,0.33
MT_2014_MT_002.png,MT/MT/MT_2014_MT_002.png,MT,2014,MT,2,MCQ,D,1,0.33
MT_2014_MT_003.png,MT/MT/MT_2014_MT_003.png,MT,2014,MT,3,MCQ,B,1,0.33
MT_2014_MT_004.png,MT/MT/MT_2014_MT_004.png,MT,2014,MT,4,MCQ,C,1,0.33
MT_2014_MT_005.png,MT/MT/MT_2014_MT_005.png,MT,2014,MT,5,MCQ,C,1,0.33
MT_2014_MT_006.png,MT/MT/MT_2014_MT_006.png,MT,2014,MT,6,MCQ,C,1,0.33
MT_2014_MT_007.png,MT/MT/MT_2014_MT_007.png,MT,2014,MT,7,MCQ,A,1,0.33
MT_2014_MT_008.png,MT/MT/MT_2014_MT_008.png,MT,2014,MT,8,MCQ,B,1,0.33
MT_2014_MT_009.png,MT/MT/MT_2014_MT_009.png,MT,2014,MT,9,NAT,19.95 to 20.05,1,0
MT_2014_MT_010.png,MT/MT/MT_2014_MT_010.png,MT,2014,MT,10,NAT,3 to 3,1,0
MT_2014_MT_011.png,MT/MT/MT_2014_MT_011.png,MT,2014,MT,11,MCQ,C,1,0.33
MT_2014_MT_012.png,MT/MT/MT_2014_MT_012.png,MT,2014,MT,12,MCQ,C,1,0.33
MT_2014_MT_013.png,MT/MT/MT_2014_MT_013.png,MT,2014,MT,13,MCQ,B,1,0.33
MT_2014_MT_014.png,MT/MT/MT_2014_MT_014.png,MT,2014,MT,14,MCQ,A,1,0.33
MT_2014_MT_015.png,MT/MT/MT_2014_MT_015.png,MT,2014,MT,15,MCQ,A,1,0.33
MT_2014_MT_016.png,MT/MT/MT_2014_MT_016.png,MT,2014,MT,16,MCQ,C,1,0.33
MT_2014_MT_017.png,MT/MT/MT_2014_MT_017.png,MT,2014,MT,17,NAT,350 to 350,1,0
MT_2014_MT_018.png,MT/MT/MT_2014_MT_018.png,MT,2014,MT,18,MCQ,A,1,0.33
