image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
GS_2017_GS_001.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_001.png,GS,2017,GS,1,MCQ,A,1,
GS_2017_GS_002.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_002.png,GS,2017,GS,2,MCQ,A,1,
GS_2017_GS_003.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_003.png,GS,2017,GS,3,MCQ,D,1,
GS_2017_GS_004.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_004.png,GS,2017,GS,4,MCQ,D,1,
GS_2017_GS_005.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_005.png,GS,2017,GS,5,MCQ,A,1,
GS_2017_GS_006.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_006.png,GS,2017,GS,6,MCQ,A,1,
GS_2017_GS_007.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_007.png,GS,2017,GS,7,MCQ,B,1,
GS_2017_GS_008.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_008.png,GS,2017,GS,8,MCQ,C,1,
GS_2017_GS_009.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_009.png,GS,2017,GS,9,MCQ,D,1,
GS_2017_GS_010.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_010.png,GS,2017,GS,10,MCQ,C,1,
GS_2017_GS_011.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_011.png,GS,2017,GS,11,MCQ,D,1,
GS_2017_GS_012.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_012.png,GS,2017,GS,12,MCQ,A,1,
GS_2017_GS_013.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_013.png,GS,2017,GS,13,MCQ,A,1,
GS_2017_GS_014.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_014.png,GS,2017,GS,14,MCQ,C,1,
GS_2017_GS_015.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_015.png,GS,2017,GS,15,MCQ,A,1,
GS_2017_GS_016.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_016.png,GS,2017,GS,16,MCQ,A,1,
GS_2017_GS_017.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_017.png,GS,2017,GS,17,MCQ,C,1,
GS_2017_GS_018.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_018.png,GS,2017,GS,18,MCQ,C,1,
GS_2017_GS_019.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_019.png,GS,2017,GS,19,MCQ,D,1,
GS_2017_GS_020.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_020.png,GS,2017,GS,20,MCQ,D,1,
GS_2017_GS_021.png,GATE_ESE_Papers/GS/GS/GS_2017_GS_021.png,GS,2017,GS,21,MCQ,C,1,
